DredgeStn,GrabNo,GrabID,CRUISE,YEAR,MONTH,DAY,HOUR,MIN,LATDEG,LATMIN,LONGDEG,LONGMIN,LATDEC,LONGDEC,DEPTH,VALID,SAMPLE,SANDEELS,HISTORY
3,54,003/054,MAR12,2012,3,18,1,16,56,13.78,2,3.14,56.23,-2.05,-45.2,Y,Y,4,SAMPLE
3,55,003/055,MAR12,2012,3,18,1,18,56,13.76,2,3.15,56.23,-2.05,-45.2,Y,Y,1,SAMPLE
3,56,003/056,MAR12,2012,3,18,1,22,56,13.73,2,3.18,56.23,-2.05,-45.2,Y,Y,1,SAMPLE
4,57,004/057,MAR12,2012,3,18,1,35,56,14.98,2,2.3,56.25,-2.04,-49.1,Y,Y,0,SAMPLE
4,58,004/058,MAR12,2012,3,18,1,38,56,14.96,2,2.32,56.25,-2.04,-48.9,Y,Y,2,SAMPLE
4,59,004/059,MAR12,2012,3,18,1,43,56,14.95,2,2.33,56.25,-2.04,-49,Y,Y,0,SAMPLE
4,60,004/060,MAR12,2012,3,18,1,43,56,14.94,2,2.34,56.25,-2.04,-49,Y,Y,0,SAMPLE
4,61,004/061,MAR12,2012,3,18,1,47,56,14.91,2,2.39,56.25,-2.04,-49.1,Y,Y,3,SAMPLE
4,62,004/062,MAR12,2012,3,18,1,50,56,14.89,2,2.41,56.25,-2.04,-48.9,Y,Y,1,SAMPLE
4,63,004/063,MAR12,2012,3,18,1,53,56,14.87,2,2.44,56.25,-2.04,-48.9,Y,Y,0,SAMPLE
4,64,004/064,MAR12,2012,3,18,1,56,56,14.85,2,2.46,56.25,-2.04,-49,Y,Y,1,SAMPLE
4,65,004/065,MAR12,2012,3,18,1,58,56,14.83,2,2.48,56.25,-2.04,-48.8,N,N,-1,EMPTY
4,66,004/066,MAR12,2012,3,18,2,1,56,14.82,2,2.51,56.25,-2.04,-48.7,Y,Y,4,SAMPLE
4,67,004/067,MAR12,2012,3,18,2,4,56,14.8,2,2.53,56.25,-2.04,-48.7,Y,Y,1,SAMPLE
4,68,004/068,MAR12,2012,3,18,2,7,56,14.79,2,2.56,56.25,-2.04,-48.3,Y,Y,0,SAMPLE
4,69,004/069,MAR12,2012,3,18,2,10,56,14.76,2,2.59,56.25,-2.04,-48.7,Y,Y,1,SAMPLE
4,70,004/070,MAR12,2012,3,18,2,13,56,14.75,2,2.61,56.25,-2.04,-49,Y,Y,2,SAMPLE
4,71,004/071,MAR12,2012,3,18,2,16,56,14.73,2,2.63,56.25,-2.04,-49.2,Y,Y,2,SAMPLE
4,72,004/072,MAR12,2012,3,18,2,19,56,14.72,2,2.66,56.25,-2.04,-49.2,Y,Y,1,SAMPLE
4,73,004/073,MAR12,2012,3,18,2,22,56,14.7,2,2.68,56.24,-2.04,-49.3,Y,Y,0,SAMPLE
4,74,004/074,MAR12,2012,3,18,2,24,56,14.68,2,2.7,56.24,-2.04,-49.2,Y,Y,3,SAMPLE
4,75,004/075,MAR12,2012,3,18,2,27,56,14.67,2,2.72,56.24,-2.05,-49.1,Y,Y,2,SAMPLE
4,76,004/076,MAR12,2012,3,18,2,30,56,14.65,2,2.74,56.24,-2.05,-48.9,Y,Y,2,SAMPLE
4,77,004/077,MAR12,2012,3,18,2,33,56,14.63,2,2.76,56.24,-2.05,-48.9,Y,Y,3,SAMPLE
4,78,004/078,MAR12,2012,3,18,2,36,56,14.62,2,2.79,56.24,-2.05,-48.9,N,N,-1,EMPTY
4,79,004/079,MAR12,2012,3,18,2,39,56,14.61,2,2.81,56.24,-2.05,-48.7,Y,Y,1,SAMPLE
4,80,004/080,MAR12,2012,3,18,2,42,56,14.59,2,2.84,56.24,-2.05,-48.7,Y,Y,0,SAMPLE
4,81,004/081,MAR12,2012,3,18,2,50,56,14.88,2,1.93,56.25,-2.03,-48,Y,Y,0,SAMPLE
4,82,004/082,MAR12,2012,3,18,2,53,56,14.86,2,1.96,56.25,-2.03,-47.8,Y,Y,1,SAMPLE
4,83,004/083,MAR12,2012,3,18,2,56,56,14.85,2,1.99,56.25,-2.03,-47.5,Y,Y,2,SAMPLE
4,84,004/084,MAR12,2012,3,18,2,59,56,14.84,2,2.02,56.25,-2.03,-47.6,Y,Y,2,SAMPLE
4,85,004/085,MAR12,2012,3,18,3,1,56,14.83,2,2.04,56.25,-2.03,-47.4,Y,Y,1,SAMPLE
4,86,004/086,MAR12,2012,3,18,3,4,56,14.82,2,2.07,56.25,-2.03,-47.4,Y,Y,2,SAMPLE
4,87,004/087,MAR12,2012,3,18,3,7,56,14.81,2,2.1,56.25,-2.03,-47.5,Y,Y,0,SAMPLE
4,88,004/088,MAR12,2012,3,18,3,10,56,14.8,2,2.13,56.25,-2.04,-46.8,Y,Y,0,SAMPLE
4,89,004/089,MAR12,2012,3,18,3,12,56,14.79,2,2.16,56.25,-2.04,-47.2,Y,Y,4,SAMPLE
4,90,004/090,MAR12,2012,3,18,3,15,56,14.79,2,2.19,56.25,-2.04,-47.4,Y,Y,0,SAMPLE
4,91,004/091,MAR12,2012,3,18,3,20,56,14.63,2,1.88,56.24,-2.03,-47.1,Y,Y,1,SAMPLE
4,92,004/092,MAR12,2012,3,18,3,23,56,14.62,2,1.91,56.24,-2.03,-47.1,Y,Y,1,SAMPLE
4,93,004/093,MAR12,2012,3,18,3,26,56,14.62,2,1.94,56.24,-2.03,-47.1,Y,Y,0,SAMPLE
4,94,004/094,MAR12,2012,3,18,3,28,56,14.62,2,1.97,56.24,-2.03,-47.4,Y,Y,3,SAMPLE
4,95,004/095,MAR12,2012,3,18,3,31,56,14.61,2,2.01,56.24,-2.03,-18,Y,Y,3,SAMPLE
4,96,004/096,MAR12,2012,3,18,3,34,56,14.6,2,2.04,56.24,-2.03,-47,Y,Y,4,SAMPLE
4,97,004/097,MAR12,2012,3,18,3,37,56,14.6,2,2.08,56.24,-2.03,-46.9,Y,Y,8,SAMPLE
4,98,004/098,MAR12,2012,3,18,3,40,56,14.59,2,2.11,56.24,-2.04,-47.2,Y,Y,0,SAMPLE
4,99,004/099,MAR12,2012,3,18,3,42,56,14.58,2,2.14,56.24,-2.04,-47.1,Y,Y,0,SAMPLE
4,100,004/100,MAR12,2012,3,18,20,1,56,14.16,2,2.2,56.24,-2.04,-45,Y,Y,0,SAMPLE
4,101,004/101,MAR12,2012,3,18,20,4,56,14.15,2,2.12,56.24,-2.04,-45.2,Y,Y,3,SAMPLE
4,102,004/102,MAR12,2012,3,18,20,7,56,14.15,2,2.06,56.24,-2.03,-45.4,N,N,-1,EMPTY
4,103,004/103,MAR12,2012,3,18,20,10,56,14.14,2,2,56.24,-2.03,-45.1,Y,Y,0,SAMPLE
4,104,004/104,MAR12,2012,3,18,20,12,56,14.13,2,1.93,56.24,-2.03,-45.2,Y,Y,0,SAMPLE
4,105,004/105,MAR12,2012,3,18,20,15,56,14.11,2,1.87,56.24,-2.03,-45.2,Y,Y,0,SAMPLE
4,106,004/106,MAR12,2012,3,18,20,20,56,14.3,2,1.99,56.24,-2.03,-45.5,Y,Y,2,SAMPLE
4,107,004/107,MAR12,2012,3,18,20,23,56,14.3,2,1.94,56.24,-2.03,-45.8,Y,Y,0,SAMPLE
4,108,004/108,MAR12,2012,3,18,20,25,56,14.29,2,1.88,56.24,-2.03,-45.7,Y,Y,3,SAMPLE
4,109,004/109,MAR12,2012,3,18,20,28,56,14.27,2,1.81,56.24,-2.03,-45.2,Y,Y,1,SAMPLE
5,110,005/110,MAR12,2012,3,18,20,40,56,15.09,2,1.38,56.25,-2.02,-48.1,Y,Y,4,SAMPLE
5,111,005/111,MAR12,2012,3,18,20,42,56,15.08,2,1.32,56.25,-2.02,-48.1,Y,Y,3,SAMPLE
5,112,005/112,MAR12,2012,3,18,20,46,56,15.05,2,1.21,56.25,-2.02,-48.2,Y,Y,3,SAMPLE
5,113,005/113,MAR12,2012,3,18,20,49,56,15.04,2,1.15,56.25,-2.02,-48.5,Y,Y,3,SAMPLE
5,114,005/114,MAR12,2012,3,18,20,51,56,15.03,2,1.08,56.25,-2.02,-48,Y,Y,5,SAMPLE
5,115,005/115,MAR12,2012,3,18,20,54,56,15.02,2,1.01,56.25,-2.02,-48.6,Y,Y,0,SAMPLE
5,116,005/116,MAR12,2012,3,18,20,56,56,15.01,2,0.95,56.25,-2.02,-47.9,Y,Y,4,SAMPLE
5,117,005/117,MAR12,2012,3,18,20,59,56,14.99,2,0.88,56.25,-2.01,-48.2,Y,Y,0,SAMPLE
5,118,005/118,MAR12,2012,3,18,21,1,56,14.98,2,0.82,56.25,-2.01,-48,Y,Y,2,SAMPLE
5,119,005/119,MAR12,2012,3,18,21,9,56,15.26,2,1.49,56.25,-2.02,-47.3,Y,Y,0,SAMPLE
5,120,005/120,MAR12,2012,3,18,21,12,56,15.24,2,1.43,56.25,-2.02,-48.2,Y,Y,1,SAMPLE
5,121,005/121,MAR12,2012,3,18,21,14,56,15.22,2,1.37,56.25,-2.02,-48.3,Y,Y,1,SAMPLE
5,122,005/122,MAR12,2012,3,18,21,17,56,15.2,2,1.3,56.25,-2.02,-47.8,Y,Y,0,SAMPLE
5,123,005/123,MAR12,2012,3,18,21,19,56,15.17,2,1.25,56.25,-2.02,-48.2,Y,Y,0,SAMPLE
5,124,005/124,MAR12,2012,3,18,21,21,56,15.15,2,1.19,56.25,-2.02,-48.3,Y,Y,3,SAMPLE
5,125,005/125,MAR12,2012,3,18,21,23,56,15.13,2,1.12,56.25,-2.02,-48.7,Y,Y,1,SAMPLE
5,126,005/126,MAR12,2012,3,18,21,26,56,15.11,2,1.05,56.25,-2.02,-48.3,Y,Y,0,SAMPLE
5,127,005/127,MAR12,2012,3,18,21,29,56,15.09,2,0.99,56.25,-2.02,-48.4,Y,Y,4,SAMPLE
5,128,005/128,MAR12,2012,3,18,21,31,56,15.07,2,0.93,56.25,-2.02,-48.7,Y,Y,3,SAMPLE
5,129,005/129,MAR12,2012,3,18,21,33,56,15.04,2,0.87,56.25,-2.01,-48.4,Y,Y,3,SAMPLE
5,130,005/130,MAR12,2012,3,18,21,36,56,15.02,2,0.8,56.25,-2.01,-48.7,Y,Y,0,SAMPLE
5,131,005/131,MAR12,2012,3,18,21,45,56,15.48,2,1.49,56.26,-2.02,-48.3,Y,Y,4,SAMPLE
5,132,005/132,MAR12,2012,3,18,21,47,56,15.46,2,1.43,56.26,-2.02,-48.4,Y,Y,3,SAMPLE
5,133,005/133,MAR12,2012,3,18,21,49,56,15.43,2,1.38,56.26,-2.02,-47.9,Y,Y,0,SAMPLE
5,134,005/134,MAR12,2012,3,18,21,52,56,15.41,2,1.32,56.26,-2.02,-48.4,Y,Y,1,SAMPLE
5,135,005/135,MAR12,2012,3,18,21,54,56,15.38,2,1.26,56.26,-2.02,-47.8,Y,Y,2,SAMPLE
5,136,005/136,MAR12,2012,3,18,21,56,56,15.35,2,1.2,56.26,-2.02,-48.2,Y,Y,5,SAMPLE
5,137,005/137,MAR12,2012,3,18,21,59,56,15.33,2,1.15,56.26,-2.02,-48.3,Y,Y,0,SAMPLE
5,138,005/138,MAR12,2012,3,18,22,1,56,15.3,2,1.09,56.26,-2.02,-48.6,Y,Y,2,SAMPLE
5,139,005/139,MAR12,2012,3,18,22,3,56,15.27,2,1.02,56.25,-2.02,-48.6,Y,Y,0,SAMPLE
5,140,005/140,MAR12,2012,3,18,22,6,56,15.24,2,0.96,56.25,-2.02,-48.3,Y,Y,0,SAMPLE
5,141,005/141,MAR12,2012,3,18,22,8,56,15.21,2,0.89,56.25,-2.01,-48.7,Y,Y,5,SAMPLE
5,142,005/142,MAR12,2012,3,18,22,11,56,15.18,2,0.83,56.25,-2.01,-48,Y,Y,3,SAMPLE
5,143,005/143,MAR12,2012,3,18,22,20,56,15.64,2,1.5,56.26,-2.03,-49.1,Y,Y,0,SAMPLE
5,144,005/144,MAR12,2012,3,18,22,22,56,15.62,2,1.45,56.26,-2.02,-48.9,Y,Y,1,SAMPLE
5,145,005/145,MAR12,2012,3,18,22,25,56,15.59,2,1.38,56.26,-2.02,-49.1,Y,Y,3,SAMPLE
5,146,005/146,MAR12,2012,3,18,22,27,56,15.55,2,1.3,56.26,-2.02,-48,Y,Y,6,SAMPLE
5,147,005/147,MAR12,2012,3,18,22,29,56,15.52,2,1.23,56.26,-2.02,-48.6,Y,Y,7,SAMPLE
5,148,005/148,MAR12,2012,3,18,22,33,56,15.47,2,1.12,56.26,-2.02,-48.6,Y,Y,3,SAMPLE
5,149,005/149,MAR12,2012,3,18,22,36,56,15.43,2,1.04,56.26,-2.02,-48.9,Y,Y,1,SAMPLE
5,150,005/150,MAR12,2012,3,18,22,38,56,15.39,2,0.97,56.26,-2.02,-48.4,Y,Y,2,SAMPLE
5,151,005/151,MAR12,2012,3,18,22,41,56,15.35,2,0.89,56.26,-2.01,-49.4,Y,Y,1,SAMPLE
5,152,005/152,MAR12,2012,3,18,22,43,56,15.31,2,0.81,56.26,-2.01,-48.8,Y,Y,4,SAMPLE
5,153,005/153,MAR12,2012,3,18,22,52,56,15.69,2,1.37,56.26,-2.02,-49.4,Y,Y,0,SAMPLE
5,154,005/154,MAR12,2012,3,18,22,54,56,15.66,2,1.3,56.26,-2.02,-50.2,Y,Y,1,SAMPLE
5,155,005/155,MAR12,2012,3,18,22,57,56,15.63,2,1.22,56.26,-2.02,-49,Y,Y,5,SAMPLE
5,156,005/156,MAR12,2012,3,18,22,59,56,15.59,2,1.14,56.26,-2.02,-49.4,Y,Y,3,SAMPLE
5,157,005/157,MAR12,2012,3,18,23,2,56,15.55,2,1.06,56.26,-2.02,-49.6,Y,Y,1,SAMPLE
5,158,005/158,MAR12,2012,3,18,23,4,56,15.52,2,0.98,56.26,-2.02,-49.2,Y,Y,0,SAMPLE
5,159,005/159,MAR12,2012,3,18,23,7,56,15.48,2,0.89,56.26,-2.01,-49.8,Y,Y,4,SAMPLE
